epci,aspect,interet,freq
200060010,Energies renouvelables,contrainte règlementaire,25
200060010,Economies d'énergie,intérêt personnel,33.3333333333333
200060010,Economies d'énergie,évolution de la demande client,37.5
200060010,Economies d'énergie,contrainte règlementaire,29.1666666666667
200060010,Eco-construction,intérêt personnel,25
200060010,Eco-construction,évolution de la demande client,41.6666666666667
200060010,Eco-construction,contrainte règlementaire,33.3333333333333
200060010,Déchets,intérêt personnel,54.5454545454545
200060010,Déchets,évolution de la demande client,9.09090909090909
200060010,Déchets,contrainte règlementaire,36.3636363636364
200060010,Accessibilité,intérêt personnel,33.3333333333333
200060010,Accessibilité,évolution de la demande client,33.3333333333333
200060010,Accessibilité,contrainte règlementaire,33.3333333333333
248500621,Qualité des matériaux,intérêt personnel,50
248500621,Qualité des matériaux,évolution de la demande client,37.5
248500621,Qualité des matériaux,contrainte règlementaire,12.5
248500621,Qualité de l'air,intérêt personnel,100
248500621,Energies renouvelables,intérêt personnel,33.3333333333333
248500621,Energies renouvelables,évolution de la demande client,33.3333333333333
248500621,Energies renouvelables,contrainte règlementaire,33.3333333333333
248500621,Economies d'énergie,intérêt personnel,42.8571428571429
248500621,Economies d'énergie,évolution de la demande client,57.1428571428571
248500621,Eco-construction,intérêt personnel,25
248500621,Eco-construction,évolution de la demande client,50
248500621,Eco-construction,contrainte règlementaire,25
248500621,Déchets,intérêt personnel,100
248500621,Accessibilité,évolution de la demande client,66.6666666666667
248500621,Accessibilité,contrainte règlementaire,33.3333333333333
200071900,Qualité des matériaux,intérêt personnel,41.6666666666667
200071900,Qualité des matériaux,évolution de la demande client,33.3333333333333
200071900,Qualité des matériaux,contrainte règlementaire,25
200071900,Qualité de l'eau,intérêt personnel,66.6666666666667
200071900,Qualité de l'eau,contrainte règlementaire,33.3333333333333
200071900,Qualité de l'air,intérêt personnel,100
200071900,Energies renouvelables,intérêt personnel,50
200071900,Energies renouvelables,évolution de la demande client,37.5
200071900,Energies renouvelables,contrainte règlementaire,12.5
200071900,Economies d'énergie,intérêt personnel,40
200071900,Economies d'énergie,évolution de la demande client,30
200071900,Economies d'énergie,contrainte règlementaire,30
200071900,Eco-construction,intérêt personnel,75
200071900,Eco-construction,évolution de la demande client,25
200071900,Déchets,intérêt personnel,75
200071900,Déchets,contrainte règlementaire,25
200071900,Assainissement,intérêt personnel,100
200071900,Accessibilité,intérêt personnel,50
200071900,Accessibilité,évolution de la demande client,50
248500415,Qualité des matériaux,intérêt personnel,55.5555555555556
248500415,Qualité des matériaux,évolution de la demande client,33.3333333333333
248500415,Qualité des matériaux,contrainte règlementaire,11.1111111111111
248500415,Qualité de l'air,intérêt personnel,100
248500415,Energies renouvelables,intérêt personnel,100
248500415,Economies d'énergie,intérêt personnel,37.5
248500415,Economies d'énergie,évolution de la demande client,37.5
248500415,Economies d'énergie,contrainte règlementaire,25
248500415,Eco-construction,intérêt personnel,33.3333333333333
248500415,Eco-construction,évolution de la demande client,66.6666666666667
248500415,Déchets,intérêt personnel,33.3333333333333
248500415,Déchets,évolution de la demande client,33.3333333333333
248500415,Déchets,contrainte règlementaire,33.3333333333333
248500589,Qualité des matériaux,intérêt personnel,41.6666666666667
248500589,Qualité des matériaux,évolution de la demande client,33.3333333333333
248500589,Qualité des matériaux,contrainte règlementaire,25
248500589,Qualité de l'eau,intérêt personnel,100
248500589,Qualité de l'air,intérêt personnel,100
248500589,Energies renouvelables,intérêt personnel,55.5555555555556
248500589,Energies renouvelables,évolution de la demande client,33.3333333333333
248500589,Energies renouvelables,contrainte règlementaire,11.1111111111111
248500589,Economies d'énergie,intérêt personnel,42.1052631578947
248500589,Economies d'énergie,évolution de la demande client,36.8421052631579
248500589,Economies d'énergie,contrainte règlementaire,21.0526315789474
248500589,Eco-construction,intérêt personnel,44.4444444444444
248500589,Eco-construction,évolution de la demande client,44.4444444444444
248500589,Eco-construction,contrainte règlementaire,11.1111111111111
248500589,Déchets,intérêt personnel,55.5555555555556
248500589,Déchets,évolution de la demande client,11.1111111111111
248500589,Déchets,contrainte règlementaire,33.3333333333333
248500589,Assainissement,intérêt personnel,25
248500589,Assainissement,contrainte règlementaire,75
248500589,Accessibilité,intérêt personnel,28.5714285714286
248500589,Accessibilité,évolution de la demande client,28.5714285714286
248500589,Accessibilité,contrainte règlementaire,42.8571428571429
200071918,Qualité des matériaux,intérêt personnel,40
200071918,Qualité des matériaux,évolution de la demande client,33.3333333333333
200071918,Qualité des matériaux,contrainte règlementaire,26.6666666666667
200071918,Qualité de l'eau,évolution de la demande client,50
200071918,Qualité de l'eau,contrainte règlementaire,50
200071918,Qualité de l'air,évolution de la demande client,50
200071918,Qualité de l'air,contrainte règlementaire,50
200071918,Energies renouvelables,intérêt personnel,20
200071918,Energies renouvelables,évolution de la demande client,40
200071918,Energies renouvelables,contrainte règlementaire,40
200071918,Economies d'énergie,intérêt personnel,31.25
200071918,Economies d'énergie,évolution de la demande client,37.5
200071918,Economies d'énergie,contrainte règlementaire,31.25
200071918,Eco-construction,évolution de la demande client,33.3333333333333
200071918,Eco-construction,contrainte règlementaire,66.6666666666667
200071918,Déchets,intérêt personnel,37.5
200071918,Déchets,évolution de la demande client,12.5
200071918,Déchets,contrainte règlementaire,50
200071918,Accessibilité,intérêt personnel,25
200071918,Accessibilité,évolution de la demande client,12.5
200071918,Accessibilité,contrainte règlementaire,62.5
248500530,Qualité des matériaux,intérêt personnel,40
248500530,Qualité des matériaux,évolution de la demande client,30
248500530,Qualité des matériaux,contrainte règlementaire,30
248500530,Qualité de l'eau,intérêt personnel,33.3333333333333
248500530,Qualité de l'eau,évolution de la demande client,33.3333333333333
248500530,Qualité de l'eau,contrainte règlementaire,33.3333333333333
248500530,Qualité de l'air,intérêt personnel,100
248500530,Energies renouvelables,intérêt personnel,37.5
248500530,Energies renouvelables,évolution de la demande client,25
248500530,Energies renouvelables,contrainte règlementaire,37.5
248500530,Economies d'énergie,intérêt personnel,25
248500530,Economies d'énergie,évolution de la demande client,37.5
248500530,Economies d'énergie,contrainte règlementaire,37.5
248500530,Eco-construction,évolution de la demande client,100
248500530,Déchets,intérêt personnel,20
248500530,Déchets,contrainte règlementaire,80
248500530,Accessibilité,intérêt personnel,10
248500530,Accessibilité,évolution de la demande client,40
248500530,Accessibilité,contrainte règlementaire,50
200071546,Qualité des matériaux,intérêt personnel,45.4545454545455
200071546,Qualité des matériaux,évolution de la demande client,42.4242424242424
200071546,Qualité des matériaux,contrainte règlementaire,12.1212121212121
200071546,Qualité de l'eau,intérêt personnel,75
200071546,Qualité de l'eau,contrainte règlementaire,25
200071546,Qualité de l'air,intérêt personnel,80
200071546,Qualité de l'air,contrainte règlementaire,20
200071546,Energies renouvelables,intérêt personnel,50
200071546,Energies renouvelables,évolution de la demande client,22.2222222222222
200071546,Energies renouvelables,contrainte règlementaire,27.7777777777778
200071546,Economies d'énergie,intérêt personnel,47.0588235294118
200071546,Economies d'énergie,évolution de la demande client,35.2941176470588
200071546,Economies d'énergie,contrainte règlementaire,17.6470588235294
200071546,Eco-construction,intérêt personnel,54.5454545454545
200071546,Eco-construction,évolution de la demande client,36.3636363636364
200071546,Eco-construction,contrainte règlementaire,9.09090909090909
200071546,Déchets,intérêt personnel,62.5
200071546,Déchets,évolution de la demande client,6.25
200071546,Déchets,contrainte règlementaire,31.25
200071546,Assainissement,intérêt personnel,60
200071546,Assainissement,évolution de la demande client,20
200071546,Assainissement,contrainte règlementaire,20
200071546,Accessibilité,intérêt personnel,41.6666666666667
200071546,Accessibilité,évolution de la demande client,41.6666666666667
200071546,Accessibilité,contrainte règlementaire,16.6666666666667
200023778,Qualité des matériaux,intérêt personnel,47.3684210526316
200023778,Qualité des matériaux,évolution de la demande client,36.8421052631579
200023778,Qualité des matériaux,contrainte règlementaire,15.7894736842105
200023778,Energies renouvelables,intérêt personnel,33.3333333333333
200023778,Energies renouvelables,évolution de la demande client,33.3333333333333
200023778,Energies renouvelables,contrainte règlementaire,33.3333333333333
200023778,Economies d'énergie,intérêt personnel,28.5714285714286
200023778,Economies d'énergie,évolution de la demande client,42.8571428571429
200023778,Economies d'énergie,contrainte règlementaire,28.5714285714286
200023778,Déchets,intérêt personnel,42.1052631578947
200023778,Déchets,évolution de la demande client,5.26315789473684
200023778,Déchets,contrainte règlementaire,52.6315789473684
200023778,Accessibilité,évolution de la demande client,50
200023778,Accessibilité,contrainte règlementaire,50
248500340,Qualité des matériaux,intérêt personnel,50
248500340,Qualité des matériaux,évolution de la demande client,33.3333333333333
248500340,Qualité des matériaux,contrainte règlementaire,16.6666666666667
248500340,Qualité de l'air,contrainte règlementaire,100
248500340,Energies renouvelables,intérêt personnel,28.5714285714286
248500340,Energies renouvelables,évolution de la demande client,42.8571428571429
248500340,Energies renouvelables,contrainte règlementaire,28.5714285714286
248500340,Economies d'énergie,intérêt personnel,21.4285714285714
248500340,Economies d'énergie,évolution de la demande client,50
248500340,Economies d'énergie,contrainte règlementaire,28.5714285714286
248500340,Eco-construction,intérêt personnel,25
248500340,Eco-construction,évolution de la demande client,37.5
248500340,Eco-construction,contrainte règlementaire,37.5
248500340,Déchets,intérêt personnel,66.6666666666667
248500340,Déchets,évolution de la demande client,16.6666666666667
248500340,Déchets,contrainte règlementaire,16.6666666666667
248500340,Accessibilité,intérêt personnel,66.6666666666667
248500340,Accessibilité,évolution de la demande client,33.3333333333333
200073260,Qualité des matériaux,intérêt personnel,70
200073260,Qualité des matériaux,évolution de la demande client,20
200073260,Qualité des matériaux,contrainte règlementaire,10
200073260,Qualité de l'eau,intérêt personnel,50
200073260,Qualité de l'eau,contrainte règlementaire,50
200073260,Qualité de l'air,intérêt personnel,50
200073260,Qualité de l'air,évolution de la demande client,50
200073260,Energies renouvelables,intérêt personnel,14.2857142857143
200073260,Energies renouvelables,évolution de la demande client,57.1428571428571
200073260,Energies renouvelables,contrainte règlementaire,28.5714285714286
200073260,Economies d'énergie,intérêt personnel,12.5
200073260,Economies d'énergie,évolution de la demande client,37.5
200073260,Economies d'énergie,contrainte règlementaire,50
200073260,Eco-construction,intérêt personnel,50
200073260,Eco-construction,contrainte règlementaire,50
200073260,Déchets,intérêt personnel,50
200073260,Déchets,évolution de la demande client,16.6666666666667
200073260,Déchets,contrainte règlementaire,33.3333333333333
200073260,Assainissement,évolution de la demande client,33.3333333333333
200073260,Assainissement,contrainte règlementaire,66.6666666666667
200073260,Accessibilité,intérêt personnel,60
200073260,Accessibilité,contrainte règlementaire,40
248500464,Qualité des matériaux,intérêt personnel,57.1428571428571
248500464,Qualité des matériaux,évolution de la demande client,35.7142857142857
248500464,Qualité des matériaux,contrainte règlementaire,7.14285714285714
248500464,Qualité de l'eau,intérêt personnel,66.6666666666667
248500464,Qualité de l'eau,contrainte règlementaire,33.3333333333333
248500464,Qualité de l'air,intérêt personnel,60
248500464,Qualité de l'air,évolution de la demande client,20
248500464,Qualité de l'air,contrainte règlementaire,20
248500464,Energies renouvelables,intérêt personnel,20
248500464,Energies renouvelables,évolution de la demande client,60
248500464,Energies renouvelables,contrainte règlementaire,20
248500464,Economies d'énergie,intérêt personnel,40
248500464,Economies d'énergie,évolution de la demande client,50
248500464,Economies d'énergie,contrainte règlementaire,10
248500464,Eco-construction,intérêt personnel,60
248500464,Eco-construction,évolution de la demande client,30
248500464,Eco-construction,contrainte règlementaire,10
248500464,Déchets,intérêt personnel,66.6666666666667
248500464,Déchets,évolution de la demande client,8.33333333333333
248500464,Déchets,contrainte règlementaire,25
248500464,Assainissement,évolution de la demande client,100
248500464,Accessibilité,intérêt personnel,14.2857142857143
248500464,Accessibilité,évolution de la demande client,42.8571428571429
248500464,Accessibilité,contrainte règlementaire,42.8571428571429
248500662,Qualité des matériaux,intérêt personnel,33.3333333333333
248500662,Qualité des matériaux,évolution de la demande client,44.4444444444444
248500662,Qualité des matériaux,contrainte règlementaire,22.2222222222222
248500662,Qualité de l'eau,évolution de la demande client,50
248500662,Qualité de l'eau,contrainte règlementaire,50
248500662,Energies renouvelables,intérêt personnel,14.2857142857143
248500662,Energies renouvelables,évolution de la demande client,42.8571428571429
248500662,Energies renouvelables,contrainte règlementaire,42.8571428571429
248500662,Economies d'énergie,intérêt personnel,30
248500662,Economies d'énergie,évolution de la demande client,40
248500662,Economies d'énergie,contrainte règlementaire,30
248500662,Eco-construction,intérêt personnel,20
248500662,Eco-construction,évolution de la demande client,40
248500662,Eco-construction,contrainte règlementaire,40
248500662,Déchets,intérêt personnel,33.3333333333333
248500662,Déchets,évolution de la demande client,16.6666666666667
248500662,Déchets,contrainte règlementaire,50
248500662,Accessibilité,intérêt personnel,33.3333333333333
248500662,Accessibilité,évolution de la demande client,50
248500662,Accessibilité,contrainte règlementaire,16.6666666666667
248500191,Qualité des matériaux,intérêt personnel,37.5
248500191,Qualité des matériaux,évolution de la demande client,37.5
248500191,Qualité des matériaux,contrainte règlementaire,25
248500191,Energies renouvelables,intérêt personnel,33.3333333333333
248500191,Energies renouvelables,évolution de la demande client,33.3333333333333
248500191,Energies renouvelables,contrainte règlementaire,33.3333333333333
248500191,Economies d'énergie,intérêt personnel,25
248500191,Economies d'énergie,contrainte règlementaire,75
248500191,Eco-construction,contrainte règlementaire,100
248500191,Déchets,contrainte règlementaire,100
248500191,Accessibilité,contrainte règlementaire,100
248500258,Qualité des matériaux,intérêt personnel,60
248500258,Qualité des matériaux,évolution de la demande client,10
248500258,Qualité des matériaux,contrainte règlementaire,30
248500258,Qualité de l'eau,intérêt personnel,60
248500258,Qualité de l'eau,évolution de la demande client,20
248500258,Qualité de l'eau,contrainte règlementaire,20
248500258,Qualité de l'air,intérêt personnel,100
248500258,Energies renouvelables,intérêt personnel,37.5
248500258,Energies renouvelables,évolution de la demande client,18.75
248500258,Energies renouvelables,contrainte règlementaire,43.75
248500258,Economies d'énergie,intérêt personnel,29.6296296296296
248500258,Economies d'énergie,évolution de la demande client,29.6296296296296
248500258,Economies d'énergie,contrainte règlementaire,40.7407407407407
248500258,Eco-construction,intérêt personnel,40
248500258,Eco-construction,évolution de la demande client,20
248500258,Eco-construction,contrainte règlementaire,40
248500258,Déchets,intérêt personnel,50
248500258,Déchets,contrainte règlementaire,50
248500258,Assainissement,intérêt personnel,20
248500258,Assainissement,évolution de la demande client,40
248500258,Assainissement,contrainte règlementaire,40
248500258,Accessibilité,intérêt personnel,20
248500258,Accessibilité,évolution de la demande client,40
248500258,Accessibilité,contrainte règlementaire,40
200070233,Qualité des matériaux,intérêt personnel,46.1538461538462
200070233,Qualité des matériaux,évolution de la demande client,53.8461538461538
200070233,Qualité de l'eau,évolution de la demande client,100
200070233,Qualité de l'air,intérêt personnel,66.6666666666667
200070233,Qualité de l'air,évolution de la demande client,33.3333333333333
200070233,Energies renouvelables,intérêt personnel,50
200070233,Energies renouvelables,évolution de la demande client,50
200070233,Economies d'énergie,intérêt personnel,35
200070233,Economies d'énergie,évolution de la demande client,50
200070233,Economies d'énergie,contrainte règlementaire,15
200070233,Eco-construction,intérêt personnel,25
200070233,Eco-construction,évolution de la demande client,50
200070233,Eco-construction,contrainte règlementaire,25
200070233,Déchets,intérêt personnel,50
200070233,Déchets,évolution de la demande client,8.33333333333333
200070233,Déchets,contrainte règlementaire,41.6666666666667
200070233,Accessibilité,évolution de la demande client,100
200072882,Qualité des matériaux,intérêt personnel,40
200072882,Qualité des matériaux,évolution de la demande client,40
200072882,Qualité des matériaux,contrainte règlementaire,20
200072882,Qualité de l'eau,intérêt personnel,100
200072882,Qualité de l'air,intérêt personnel,100
200072882,Energies renouvelables,intérêt personnel,25
200072882,Energies renouvelables,évolution de la demande client,50
200072882,Energies renouvelables,contrainte règlementaire,25
200072882,Economies d'énergie,intérêt personnel,25
200072882,Economies d'énergie,évolution de la demande client,50
200072882,Economies d'énergie,contrainte règlementaire,25
200072882,Eco-construction,intérêt personnel,33.3333333333333
200072882,Eco-construction,évolution de la demande client,44.4444444444444
200072882,Eco-construction,contrainte règlementaire,22.2222222222222
200072882,Déchets,intérêt personnel,50
200072882,Déchets,évolution de la demande client,25
200072882,Déchets,contrainte règlementaire,25
200072882,Assainissement,contrainte règlementaire,100
200072882,Accessibilité,évolution de la demande client,50
200072882,Accessibilité,contrainte règlementaire,50
200071934,Qualité des matériaux,intérêt personnel,44.4444444444444
200071934,Qualité des matériaux,évolution de la demande client,44.4444444444444
200071934,Qualité des matériaux,contrainte règlementaire,11.1111111111111
200071934,Qualité de l'eau,intérêt personnel,100
200071934,Qualité de l'air,intérêt personnel,50
200071934,Qualité de l'air,évolution de la demande client,33.3333333333333
200071934,Qualité de l'air,contrainte règlementaire,16.6666666666667
200071934,Energies renouvelables,évolution de la demande client,100
200071934,Economies d'énergie,intérêt personnel,30
200071934,Economies d'énergie,évolution de la demande client,40
200071934,Economies d'énergie,contrainte règlementaire,30
200071934,Eco-construction,intérêt personnel,50
200071934,Eco-construction,évolution de la demande client,33.3333333333333
200071934,Eco-construction,contrainte règlementaire,16.6666666666667
200071934,Déchets,intérêt personnel,66.6666666666667
200071934,Déchets,contrainte règlementaire,33.3333333333333
200071934,Assainissement,intérêt personnel,25
200071934,Assainissement,évolution de la demande client,50
200071934,Assainissement,contrainte règlementaire,25
200071934,Accessibilité,évolution de la demande client,50
200071934,Accessibilité,contrainte règlementaire,50
