Nom;Pays;Date_debut;Date_fin;Ville;Nombre;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
Verdun;France;1981;true;NA;1;0;0;0;0;0;0;0;0;0;0;0;Valley
Victims;Suède;1997;false;Nyköping Municipality;2;0;0;0;0;0;0;Warzone;0;0;0;Warzone;0
Viktims;Suède;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;Metal Corner;0
Vintage Trouble;Etats-Unis;2010;false;Hollywood;1;0;0;0;0;0;0;0;0;0;0;Main 01;0
Vision of Disorder;Etats-Unis;1992;false;Northport;2;0;0;0;Terrorizer tent;0;0;0;0;0;0;Warzone;0
Vitamin X;Pays-Bas;1997;false;NA;2;0;0;0;0;0;0;Warzone;0;0;Warzone;0;0
Vodun;Angleterre;2012;false;London;1;0;0;0;0;0;0;0;0;0;0;0;Valley
Voight Kampff;France;2010;false;NA;1;0;0;0;0;0;0;0;Metal Corner;0;0;0;0
Voivod;Canada;1982;false;Jonquière;2;0;0;0;Main 02;0;0;0;Main 02;0;0;0;0
Volbeat;Danemark;2001-10;false;Copenhagen;3;0;0;0;Main 02;0;0;0;Main 01;0;0;Main 01;0
Vomitory;Suède;1991;false;NA;1;0;0;0;0;0;0;Altar;0;0;0;0;0
Vorkreist;France;1999;false;NA;1;0;0;0;0;0;0;0;0;0;Temple;0;0
Vortex of End;France;2005;false;NA;1;0;0;0;0;0;0;0;0;0;0;0;Altar
Vreid Sognametal;Norvège;2004;false;NA;1;0;0;0;0;0;0;0;0;Temple;0;0;0
Vulcain;France;1981;false;NA;2;0;0;0;0;Main 01;0;0;0;0;Main 01;0;0
Vulture Industries;Norvège;1998;false;NA;1;0;0;0;0;0;0;Temple;0;0;0;0;0
W.A.S.P.;Etats-Unis;NA;false;NA;1;0;0;0;Main 02;0;0;0;0;0;0;0;0
Walking Papers;Etats-Unis;2012;false;Seattle;1;0;0;0;0;0;0;0;0;Main 01;0;0;0
Walls of Jericho;Etats-Unis;1998;false;Detroit;5;0;Gibson stage;0;0;Main 02;0;Main 02;0;Warzone;0;Warzone;0
Walnut Grove DC;France;NA;false;NA;1;0;0;0;0;0;0;0;0;Metal Corner;0;0;0
Waltari;Finlande;1986;false;NA;1;0;0;0;0;0;0;0;Main 01;0;0;0;0
Wampas;France;22696;false;NA;1;0;0;0;0;0;0;0;0;0;Warzone;0;0
War Inside;France;NA;false;NA;1;0;0;0;0;0;0;0;Metal Corner;0;0;0;0
Wardruna;Norvège;2003;false;NA;1;0;0;0;0;0;0;0;0;0;0;0;Temple
Watain;Suède;1998;false;Uppsala;3;0;0;Discover stage;0;Rock Hard tent;0;0;0;Temple;0;0;0
Watertank;France;2003;false;NA;2;0;0;0;Terrorizer tent;0;0;0;0;Valley;0;0;0
We Are Harlot;Etats-Unis;2011;false;NA;1;0;0;0;0;0;0;0;0;0;Main 02;0;0
We Came as Romans;Etats-Unis;2005;false;Troy;1;0;0;0;0;0;0;0;0;Main 02;0;0;0
Weedeater;Etats-Unis;1998;false;Wilmington;2;0;0;0;0;Terrorizer tent;0;0;0;0;Valley;0;0
Weekend Nachos;Etats-Unis;2004;false;NA;1;0;0;0;0;0;0;0;0;Altar;0;0;0
Welicoruss;Russie;2002;false;NA;1;0;0;0;0;0;0;0;0;0;0;0;Temple
While She Sleeps;Angleterre;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;0;Warzone
Whiplash;Etats-Unis;NA;false;NA;1;0;0;0;0;0;Main 02;0;0;0;0;0;0
Whitechapel;Etats-Unis;2006;false;Knoxville;1;0;0;0;Terrorizer tent;0;0;0;0;0;0;0;0
Whitesnake;Angleterre;1978;false;Middlesbrough;1;0;0;0;0;0;0;0;Main 01;0;0;0;0
Wild Dawn;France;NA;false;NA;1;0;0;0;0;0;0;0;Metal Corner;0;0;0;0
Winterfylleth;Angleterre;2007;false;NA;1;0;0;0;0;0;0;Temple;0;0;0;0;0
Wintersun;Finlande;NA;NA;NA;1;0;0;0;0;0;0;0;Altar;0;0;0;0
Wisdom in Chains;Etats-Unis;NA;false;NA;1;0;0;0;0;Terrorizer tent;0;0;0;0;0;0;0
Witch Mountain;Etats-Unis;1997;false;Portland;1;0;0;0;0;0;0;0;0;Valley;0;0;0
Witchcraft;Suède;NA;false;NA;1;0;0;0;0;0;0;0;Valley;0;0;0;0
Witches;France;38371;true;NA;1;0;0;0;0;0;0;0;0;0;0;Altar;0
Witchthroat Serpent;France;2011-10;false;Toulouse;1;0;0;0;0;0;0;0;0;0;Valley;0;0
With Honor;Etats-Unis;2001;false;NA;1;Hard n'Heavy stage;0;0;0;0;0;0;0;0;0;0;0
With the Dead;Angleterre;NA;false;NA;1;0;0;0;0;0;0;0;0;0;0;Valley;0
Within Temptation;Pays-Bas;1995-04;false;Waddinxveen;3;0;Main;0;0;0;0;Main 01;0;0;0;Main 01;0
Wo Fat;Etats-Unis;2005;false;NA;1;0;0;0;0;0;0;0;0;0;0;Valley;0
Wolfbrigade;Suède;1995;false;NA;1;0;0;0;0;0;0;0;0;0;Warzone;0;0
Wolves in the Throne Room;Etats-Unis;2002;false;Olympia;1;0;0;0;Terrorizer tent;0;0;0;0;0;0;0;0
Wormed;Espagne;1998;false;NA;1;0;0;0;0;0;0;0;0;0;0;0;Altar
Wovenhand;Etats-Unis;2001;false;Denver;1;0;0;0;0;0;0;0;0;0;Valley;0;0
Y&T;Etats-Unis;NA;NA;NA;1;0;0;0;0;Main 01;0;0;0;0;0;0;0
Yawning Man;Etats-Unis;1986;false;Palm Springs;1;0;0;0;0;Terrorizer tent;0;0;0;0;0;0;0
Year of No Light;France;2001;false;Bordeaux;2;0;0;Discover stage;0;0;0;Valley;0;0;0;0;0
Year of the Goat;Suède;NA;false;NA;1;0;0;0;0;0;0;0;0;Main 02;0;0;0
YOB;Etats-Unis;NA;NA;NA;1;0;0;0;0;0;0;Valley;0;0;0;0;0
Young Gods;Suisse;1985;false;Fribourg;2;0;0;0;0;Terrorizer tent;Terrorizer tent;0;0;0;0;0;0
Your Demise;Angleterre;2003;false;NA;2;0;0;Discover stage;0;0;Terrorizer tent;0;0;0;0;0;0
Zeke;Etats-Unis;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;0;Warzone
Zero Mentality;Allemagne;NA;false;NA;1;0;Discover stage;0;0;0;0;0;0;0;0;0;0
Zodiac;Allemagne;NA;false;NA;1;0;0;0;0;0;0;0;0;Valley;0;0;0
Zubrowska;France;2001-11;true;NA;1;0;Discover stage;0;0;0;0;0;0;0;0;0;0
Zuul FX;France;NA;false;NA;2;0;0;0;0;0;Main 01;0;0;0;Main 02;0;0
Zyklon;Norvège;1998;true;Notodden;1;Hard n'Heavy stage;0;0;0;0;0;0;0;0;0;0;0
ZZ Top;Etats-Unis;1969;false;Houston;2;0;0;0;0;0;0;0;Main 01;0;Main 01;0;0
